Neighborhood,Street,Address1,Address2,Intersection,From,To,Permitee,Contractor,Permit,ProjectCategory,ConstructionNotes,WorkSchedule,ExpirationDate,EstimatedCompletionDate,RoadwayPlatesInUse,SidewalkPlatesInUse,Status,TrenchLength,ContactNumber,NumberofWorkZones,District
SOUTH BOSTON,EAST EIGHTH ST,466,,,,,Eversource Electric,Eversource Electric,EMER-679413,EMERGENCY,CABLE REPAR,Days & Weekends,May 16 2017 12:00AM,May 16 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,EAST EIGHTH ST,533,,,,,Verizon,Parkside Utility Con,EXCA-705527,MAINTENANCE,DUCT REPAIR,Days & Weekends,Jun  7 2017 12:00AM,Jun  7 2017 12:00AM,,,,,800-446-8946,1,05
SOUTH BOSTON,EAST EIGHTH ST,579,,,,,National Grid,Bond Brothers,EXCA-698670,SERVICE,NEW GAS SERVICE,Days & Weekends,Jun 22 2017 12:00AM,Jun 22 2017 12:00AM,,,,,877-304-1148,1,05
SOUTH BOSTON,EAST FIFTH ST,675,,,,,National Grid,National Grid,EMER-665101,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Jun  8 2017 12:00AM,Jun  8 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,05
SOUTH BOSTON,EAST FIFTH ST,848,,,,,National Grid,Bond Brothers,EXCA-706188,MAINTENANCE,RELAY GAS MAIN,Days & Weekends,Jun  9 2017 12:00AM,Jun  9 2017 12:00AM,3,1,PLATES PINNED & BERMED,,877-304-1148,1,05
SOUTH BOSTON,EAST FIFTH ST,848,,,,,National Grid,Bond Brothers,EXCA-706188,SERVICE,INSTALLATION OF SERVICE,Days & Weekends,Jun 12 2017 12:00AM,Jun 12 2017 12:00AM,3,,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,EAST FIRST ST,776,,,,,MassPort,DW White,EXCA-580568,RECONSTRUCTION,RECONSTRUCTION,Days & Weekends,May 30 2017 12:00AM,May 30 2017 12:00AM,,,ONGOING/SECTIONS TOPPED TO GRADE,,781-843-1330,1,05
SOUTH BOSTON,EAST FIRST ST,891,,,,,JRF Corp,JRF Corp,EXCA-714111,SERVICE,INSTALLATION OF WATER SEWER FIREPIPE,Days & Weekends,Jun 12 2017 12:00AM,Jun 12 2017 12:00AM,5,1,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,EAST FOURTH ST,469,,,,,Eversource Electric,Riley Bros,EXCA-706783,SERVICE,INSTALL CONDUIT,Days & Weekends,Jun  7 2017 12:00AM,Jun  7 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,EAST SECOND ST,580,,,,,Eversource Electric,McCourt,EXCA-704311,EMERGENCY,ELECTRICAL OUTAGE/SHORING,Days & Weekends,Jun 30 2017 12:00AM,Jun 30 2017 12:00AM,3,,PLATES PINNED & BERMED,,800-592-2000,1,05
SOUTH BOSTON,EAST SECOND ST,607,,,,,C McGue Excavating,C McGue Excavating,EXCA-714298,SERVICE,"INSTALLATION OF NEW WATER, SEWER, AND STORM DRAIN",Days & Weekends,Jun 15 2017 12:00AM,Jun 15 2017 12:00AM,,,,,617-778-8775,1,05
SOUTH BOSTON,EAST SECOND ST,827,,,,,A & J Development,A & J Development,EXCA-711669,SERVICE,INSTALLATION OF WATER SEWER AND FIREPIPE,Days & Weekends,Jun 14 2017 12:00AM,Jun 14 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,05
SOUTH BOSTON,EAST SECOND ST,933,,,,,Eversource Electric,Sheerin,EXCA-714844,SERVICE,INSTALL CONDUIT,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,EMERSON ST,275,313,,,,National Grid,Feeney Brothers Excavation,EXCA-696652,NEW CONDUIT AND/OR MAIN,RELAY GAS MAIN,Days & Weekends,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,,,,350,877-304-1148,1,05
SOUTH BOSTON,F ST,9,144,W 5TH ST,,,Boston Water & Sewer Commission,Umbro Construction,EXCA-692446,MAINTENANCE,WATER BYPASS,Days & Weekends,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,4,,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,FARRAGUT RD,,,,COLUMBIA RD,E 2ND ST,Boston Public works,Mario Susi & Sons,,RESURFACING,"RESURFACING YOUR STREET, MULTI PHASE WORK ORDER: MILL/ RESET CASTINGS/ PAVE",Days & Weekends,,,,,MILLED,,617-635-4951,1,05
SOUTH BOSTON,FARRAGUT RD,35,,,,,Eversource Electric,Riley Brothers,EXCA-702928,SERVICE,INSTALL CONDUIT,Days & Weekends,May 30 2017 12:00AM,May 30 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,FARRAGUT RD,35,,,,,JRF Corp,JRF Corp,EXCA-700948,SERVICE,INSTALLATION OF WATER SEWER & FIREPIPE,Days & Weekends,May 30 2017 12:00AM,May 30 2017 12:00AM,2,2,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,H ST,105,112,,,,Eversource Electric,Riley Brothers,EXCA-716628,CAPITAL,TRANSMISSION LINE REPAIR,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,4,,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,H ST,135,,EAST SIXTH ST,,,Eversource Electric,Riley Brothers,EXCA-716630,CAPITAL,TRANSMISSION LINE REPAIR,Days & Weekends,Jul  4 2017 12:00AM,Jul  4 2017 12:00AM,2,,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,H ST,199,,,,,Eversource Electric,Eversource Electric,EMER-687216,EMERGENCY,ELECTRICAL OUTAGE,Days & Weekends,Jun 13 2017 12:00AM,Jun 13 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,H ST,39,,,,,Eversource Electric,Eversource Electric,EMER-679412,EMERGENCY,LEAK REPAIR / ON HOLD FOR EXCA / EXCAVATION BEHIND FENCING,Days & Weekends,May 16 2017 12:00AM,Jun 25 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,H ST,47,,,,,Eversource Electric,Eversource Electric,EMER-679410,EMERGENCY,ELECTRICAL OUTAGE/CITY UPDATED ON PROGRESS,Days & Weekends,Apr 19 2017 12:00AM,May 25 2017 12:00AM,1,0,PLATES PINNED & BERMED,,800-592-2000,1,05
SOUTH BOSTON,I ST,208,,,,,National Grid,National Grid,EXCA-706190,EMERGENCY,RELAY GAS SERVICE,Days & Weekends,Jun  9 2017 12:00AM,Jun  9 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,05
SOUTH BOSTON,K ST,150,,,,,Eversource Electric,Eversource Electric,EXCA-696051,EMERGENCY,ELECTRICAL OUTAGE / BEHIND FENCING,Days & Weekends,Jul 11 2017 12:00AM,Jul 11 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,NORTHERN AV,,,FAN PIER,,,Eversource Electric,Mirra Co,EXCA-710210,MAINTENANCE,REPAIR COLLAPSED DUCT BANK,Nights,Jun 15 2017 12:00AM,Jun 15 2017 12:00AM,1,,PLATES PINNED & BERMED,,800-592-2000,1,05
SOUTH BOSTON,NORTHERN AV,100,,,,,Eversource Electric,Eversource Electric,EMER-679415,EMERGENCY,ELECTRCIAL OUTAGE,Days & Weekends,May 19 2017 12:00AM,May 19 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,NORTHERN AV,25,,,,,J Derenzo,J Derenzo,EXCA-595692,SERVICE,INSTALL WATER,Days & Weekends,Jun 27 2017 12:00AM,Jun 27 2017 12:00AM,4,0,PLATES PINNED & BERMED,,617-212-4516,1,05
SOUTH BOSTON,O ST,43,47,,,,A&J Development,A&J Development,EXCA-712563,SERVICE,INSTALL SEWER,Days & Weekends,Jun 19 2017 12:00AM,Jun 22 2017 12:00AM,0,0,NO START,,508-808-8638,1,05
SOUTH BOSTON,O ST,44,46,,,,National Grid,National Grid,EXCA-701168,MAINTENANCE,ABANDON GAS SERVICE,Days & Weekends,May 25 2017 12:00AM,May 25 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,05
SOUTH BOSTON,SEAPORT BLVD,55,,,,,J Derenzo,J Derenzo,EXCA-691021,SERVICE,TEST PITS,Days & Weekends,May 27 2017 12:00AM,May 27 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,617-212-4516,1,05
SOUTH BOSTON,SILVER ST,216,,,,,Keash Excavating,Keash Excavating,EXCA-708511,NEW CONDUIT AND/OR MAIN,SDWK CONSTRUCTION,Days & Weekends,Jun 25 2017 12:00AM,Jun 25 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,05
SOUTH BOSTON,SILVER ST,289,,,,,National Grid,Bond Brothers,EXCA-674506,SERVICE,INSTALLATION OF GAS SERVICE,Days & Weekends,Jun 28 2017 12:00AM,Jun 28 2017 12:00AM,3,1,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,SUMMER ST,771,,,,,Eversource Electric,Sheerin,EXCA-714348,SERVICE,BREAK MANHOLE WALLS TO CONNECT SERVICE,Weekends,Jun 30 2017 12:00AM,Jun 30 2017 12:00AM,,,DOWN IN BINDER AWAITING TOP,,,1,05
SOUTH BOSTON,WEST BROADWAY,170,,,,,Eversource Electric,Sheerin,EXCA-692152,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,05
SOUTH BOSTON,WEST BROADWAY,306,,D ST,,,RF Roach,RF Roach,EXCA-703303,SERVICE,"INSTALL WATER, SEWER, DRAIN",Days & Weekends,Jul  6 2017 12:00AM,Jul  6 2017 12:00AM,,,DOWN IN BINDER AWAITING TOP,,781-331-9988,1,05
SOUTH BOSTON,WEST BROADWAY,363,,,,,Comcast,Mirra Co,EXCA-711828,MAINTENANCE,CONDUIT REPAIR,Days & Weekends,Jun 22 2017 12:00AM,Jun 22 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,05
SOUTH BOSTON,WEST BROADWAY,392,,,,,National Grid,National Grid,EMER-,EMERGENCY,GAS LINE REPAIR,Days & Weekends,Jun 20 2017 12:00AM,Jun 20 2017 12:00AM,,,,,877-304-1148,1,05
SOUTH BOSTON,WEST EIGHTH ST,193,,,,,Boston Water & Sewer Commission,Umbro Construction,EXCA-693007,NEW CONDUIT AND/OR MAIN,INSTALLATION OR WATER MAIN,Days & Weekends,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,05
SOUTH BOSTON,WEST FIFTH ST,246,266,,,,Boston Water & Sewer Commission,Umbro Construction,EXCA-692559,NEW CONDUIT AND/OR MAIN,INSTALLATION OR WATER MAIN,Days & Weekends,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,4,,PLATES PINNED & BERMED,,,1,05
SOUTH BOSTON,WEST FIFTH ST,298,,,,,Boston Water & Sewer Commission,UMBRO,EMER-701453,EMERGENCY,BROKEN SEWER LATERAL,Days & Weekends,,,1,,PLATES PINNED & BERMED,,617-989-7000,1,05
SOUTH BOSTON,WEST FIRST ST,,,A ST,,,Eversource Electric,Sheerin Construction,EXCA-703775,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,,,NO START,,800-592-2000,1,05
SOUTH BOSTON,WEST FIRST ST,105,,,,,National Grid,National Grid,EMER-661169,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,May 18 2017 12:00AM,May 18 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1203,1,05
SOUTH BOSTON,WEST FOURTH ST,362,,,,,Keash Excavation,Keash Excavation,EXCA-713595,SERVICE,INSTALLATION OF WATER AND FIREPIPE,Days & Weekends,Jun 19 2017 12:00AM,Jun 19 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,05
SOUTH BOSTON,WEST SECOND ST,,,DORCHESTER AV,,,Flett Construction,Flett Constrution,EXCA-689125,SERVICE,INSTALLATION OF NEW FIREPIPE/BEHIND BARRICADES,Days & Weekends,May 18 2017 12:00AM,Jun  1 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,05
SOUTH BOSTON,WEST SECOND ST,174,,,,,F&R Leone,F&R Leone,EXCA-716853,SERVICES,INSTALLATION OF WATER SERVICES,Days & Weekends,Jun 16 2017 12:00AM,Jun 16 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,05
SOUTH BOSTON,WEST SEVENTH ST,175,,,,,Sean Farrell Excavation,Sean Farrell Excavation,EXCA-712219,SERVICE,WATER SERVICES,Days & Weekends,Jun  8 2017 12:00AM,Jun  8 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,05
ALLSTON/BRIGHTON,BRAEMORE RD,12,,,,,National Grid,Bond Brothers,EXCA-689080,SERVICE,INSTALLATION OF SERVICE,Days & Weekends,Jun 23 2017 12:00AM,Jun 23 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,,1,04
ALLSTON/BRIGHTON,BRAINTREE ST,75,,,,,RCN,Mirra,EXCA-716739,MAINTENANCE,CONDUIT SERVICE,Days & Weekends,Jun 21 2017 12:00AM,Jun 21 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,35,,1,04
ALLSTON/BRIGHTON,CAMBRIDGE ST,442,,,,,MARCHESE,MARCHESE,EXCA-649170,SERVICE,INSTALLATION OF WATER SEWER FIREPIPE AND DRAIN,Days & Weekends,Jun 16 2017 12:00AM,Jun  9 2017 12:00AM,0,0,TO GRADE IN HMA,,617-212-1542,1,04
ALLSTON/BRIGHTON,CHESTNUT HILL AV,148,,,,,Eversource Electric,Sheerin Construction,EXCA-703781,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun  2 2017 12:00AM,May 26 2017 12:00AM,0,0,TO GRADE IN HMA,,800-592-2000,1,04
ALLSTON/BRIGHTON,CHESTNUT HILL AV,381,,,,,Eversource Electric,Sheerin Construction,EXCA-700702,SERVICE,REROOF MANHOLE / ONHOLD,Days & Weekends,Jun 28 2017 12:00AM,Jun 28 2017 12:00AM,,,NO START,,800-592-2000,1,04
ALLSTON/BRIGHTON,CHESTNUT HILL AV,385,399,,,,National Grid,Feeney / NEEUCO,EXCA-689320,NEW CONDUIT AND/OR MAIN,RELAY GAS MAIN / SPLIT SLEEVE/IDLE,Days & Weekends,Jul 17 2017 12:00AM,Jul 17 2017 12:00AM,5,0,PLATES PINNED & BERMED,300,877-304-1148,1,04
ALLSTON/BRIGHTON,CHISWICK RD,173,,,,,National Grid,National Grid,EXCA-706202,MAINTENANCE,GAS LEAK REPAIR,Days & Weekends,Jun  9 2017 12:00AM,May 18 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,,,ALCORN,BABCOCK ST,ALCORN ST,MassDOT,Newport/Walsh Bros,EXCA-690871,CAPITAL,RECON ROADWAY/SIDEWALK 24HR PERMIT,Days & Weekends,Jun 25 2017 12:00AM,Sep 25 2017 12:00AM,26,0,PLATES PINNED & BERMED,,617-293-3119,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1135,1137,,,,National Grid,National Grid,EMER-668141,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,Jun 15 2017 12:00AM,Jun 15 2017 12:00AM,,0,TO GRADE IN HMA,,,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1139,,,,,Eversource Electric,Riley Brothers,EXCA-651454,SERVICE,INSTALLATION OF CONDUIT,Days & Weekends,Jun  6 2017 12:00AM,Jun  6 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1222,,,,,Eversource Electric,Eversource Electric,EMER-687207,EMERGENCY,EMERGENCY OUTAGE,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1505,,,,,National Grid,Bond Brothers,EXCA-659445,MAINTENANCE,SERVICE CUTOFFS,Days & Weekends,Jun 30 2017 12:00AM,Jun 15 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,1925,1939,,,,Boston Water & Sewer Commission,RJV,EXCA-717743,SERVICE,"INSTALLATION OF WATER, AND SEWER",Days & Weekends,Jul 11 2017 12:00AM,Jul 21 2017 12:00AM,0,1,PLATE BERMED,,617-989-7000,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,2121,,,,,Eversource Electric,Eversource Electric,EMER-687207,EMERGENCY,EMERGENCY OUTAGE,Days & Weekends,Jun  2 2017 12:00AM,Jun  2 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,800-592-2000,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,808,846,,,,National Grid,Feeney Bros,EXCA-555114,NEW CONDUIT AND/OR MAIN,RELAY GAS MAIN,Nights,Jul  1 2017 12:00AM,Jul  1 2017 12:00AM,9,0,PLATES PINNED & BERMED,400,877-304-1148,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,830,,,,,National Grid,Midway,EXCA-696727,SERVICE,ENTRY PIT/INTERNAL SEAL / BIKE LOOP,Days & Weekends,Jul 10 2017 12:00AM,Jul 10 2017 12:00AM,0,0,TO GRADE IN HMA,,877-304-1148,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,851,861,,,,Waveguide,NEECL,EXCA-679680,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT,Days & Weekends,Jun 28 2017 12:00AM,Jun 28 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,275,,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,855,1055,ESSEX ST,ESSEX,BABCOCK,MassDOT,Newport/Walsh Bros,EXCA-605713,RECONSTRUCTION,"INSTALLATION OF CONDUIT , WATER SERVICES, FIRE PIPE UNDER CONTRACT WITH THE STATE/24 HOUR PERMIT",Nights,Jul  3 2017 12:00AM,Oct 14 2018 12:00AM,42,3,PLATES PINNED & BERMED,,617-293-3119,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,855,861,,,,Crown Castle,NEECC,EXCA-647364,SERVICE,INSTALL CONDUIT,Days & Weekends,Apr 18 2017 12:00AM,,0,0,ONGOING SECTIONS TOPPED TO GRADE,,,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,880,,,,,National Grid,Midway,EXCA-696728,MAINTENANCE,ENTRY PIT,Days & Weekends,Jun 10 2017 12:00AM,Jun 10 2017 12:00AM,,,NO START,,877-304-1148,1,04
ALLSTON/BRIGHTON,COMMONWEALTH AV,900,,,,,National Grid,Midway,EXCA-696725,MAINTENANCE,ENTRY PIT/INTERNAL SEAL,Days & Weekends,Jul 10 2017 12:00AM,Jul 10 2017 12:00AM,,2,BERMED,,877-304-1148,1,04
ALLSTON/BRIGHTON,ELECTRIC AV,4,45,,,,Eversource Electric,Middlesex Corp,EXCA-579286,NEW CONDUIT AND/OR MAIN,INSTALLATION OF  ELECTRICAL CONDUIT/ON HOLD W/ BWSC,Days,Jul  3 2017 12:00AM,Aug  3 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,400,800-592-2000,1,04
ALLSTON/BRIGHTON,FANEUIL ST,5,,,,,BTD,BTD,EXCA-689865,SERVICE,INSTALLATION OF 3 FT TRAFFIC CONDUIT,Days & Weekends,Nov 14 2017 12:00AM,Nov 14 2017 12:00AM,,,NO START,,617-635-4680,1,04
ALLSTON/BRIGHTON,FOSTER ST,249,,,,,National Grid,Feeney Brothers Excavation,EXCA-720850,SERVICE,GAS TIE IN / GUARANTEED ST,Days & Weekends,Jul 18 2017 12:00AM,Jul 18 2017 12:00AM,,,TO GRADE IN HMA,,877-304-1148,1,04
ALLSTON/BRIGHTON,GOODENOUGH ST,4,20,,,,Eversource Electric,Middlesex,EXCA-589976,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT / IDLE,Days & Weekends,Jul  3 2017 12:00AM,Jul  3 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,300,800-592-2000,1,04
ALLSTON/BRIGHTON,GUEST ST,1,129,,,,J Derenzo Corp,J Derenzo Corp,EXCA-358937,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT / SHORING,Days & Weekends,Jul 20 2017 12:00AM,Jun 21 2018 12:00AM,2,0,PLATES PINNED & BERMED,,617-212-4516,1,04
ALLSTON/BRIGHTON,HARVARD AV,214,,,,,National Grid,National Grid,EMER-668150,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,Jun 21 2017 12:00AM,Jun 21 2017 12:00AM,,,,,877-304-1148,1,04
ALLSTON/BRIGHTON,HARVARD AV,214,,,,,National Grid,National Grid,EXCA-718739,EMERGENCY,GRADE 1 GAS LEAK / EMER-665091 / IDLE,Days & Weekends,Jul  8 2017 12:00AM,Jul  8 2017 12:00AM,2,,PLATES PINNED & BERMED,,877-304-1148,1,04
ALLSTON/BRIGHTON,HATHERLY RD,5,,,,,M Keane Excavating,M Keane Excavating,EMER-711673,EMERGENCY,SEWER REPAIR / SHORING,Days & Weekends,May 24 2017 12:00AM,May 24 2017 12:00AM,0,,ONGOING SECTIONS TOPPED TO GRADE,,617-293-1963,1,04
ALLSTON/BRIGHTON,HITCHBORN ST,58,,,,,National Grid,National Grid,EMER-668149,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,Jun 21 2017 12:00AM,Jun 21 2017 12:00AM,,,,,877-304-1148,1,04
ALLSTON/BRIGHTON,HOOKER ST,66,68,,,,National Grid,Bond Brothers,EXCA-709438,SERVICE,INSTALL GAS SERVICE,Days & Weekends,Jun 17 2017 12:00AM,Jun 17 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,04
ALLSTON/BRIGHTON,HUNNEWELL AV,41,,,,,National Grid,National Grid,EMER-665089,EMERGENCY,GAS LEAK REPAIR / SAW CUT SECOND HOLE/IDLE,Days & Weekends,Jun  7 2017 12:00AM,Jul 16 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,04
ALLSTON/BRIGHTON,LAKE ST,135,,,,,Eversource Electric,Sheerin,EXCA-715550,SERVICE,REPAIR ELECTRICAL CONDUIT,Days & Weekends,Jun 30 2017 12:00AM,Jun 16 2017 12:00AM,0,2,TO GRADE IN HMA,60,800-592-2000,1,04
ALLSTON/BRIGHTON,LANE PK,1,33,,,,National Grid,Feeney Brothers,EXCA-681499,NEW CONDUIT AND/OR MAIN,INSTALLATION OF GAS MAIN,Days & Weekends,Jul 24 2017 12:00AM,Jul 24 2017 12:00AM,,,DOWN IN BINDER AWAITING TOOP,555,857-271-9843,1,04
ALLSTON/BRIGHTON,LANE PK,33,66,,,,National Grid,Feeney Brothers Excavation,EXCA-680058,NEW CONDUIT AND/OR MAIN,RELAY GAS MAIN,Days & Weekends,Jul 24 2017 12:00AM,Jul 24 2017 12:00AM,0,0,DOWN IN BINDER,555,857-271-9843,1,04
ALLSTON/BRIGHTON,MONASTERY RD,1,40,,,,National Grid,Feeney Brothers Excavation,EXCA-696723,,INSTALLATION OF GAS MAIN,Days & Weekends,Jul 10 2017 12:00AM,Jul 10 2017 12:00AM,2,2,PLATES PINNED & BERMED,550,877-304-1148,1,04
ALLSTON/BRIGHTON,N BEACON ST,15,,,,,National Grid,Feeney Brothers Excavation,EMER-668148,EMERGENCY,GRADE 1 GAS LEAK,Days & Weekends,Jun 20 2017 12:00AM,Jun 20 2017 12:00AM,0,1,PLATE BERMED,,877-304-1148,1,04
ALLSTON/BRIGHTON,NONANTUM ST,154,,,,,Boston Water & Sewer Commission,BWSC,EMER-715352,EMERGENCY,WATER LEAK,Days & Weekends,Jun 21 2017 12:00AM,Jun 21 2017 12:00AM,,,,,617-989-7000,1,04
ALLSTON/BRIGHTON,NORTH BEACON ST,170,,,,,Advanced Water & Sewer,Hercules,EXCA-716562,SERVICES,INSTALLATION OF WATER AND SEWER,Days & Weekends,Jun  7 2017 12:00AM,Jun  7 2017 12:00AM,,0,TO GRADE IN COLD PATCH,,,1,04
ALLSTON/BRIGHTON,NORTH HARVARD ST,,,,,,Welch Corp,Welch Corp,EXCA-713268,NEW CONDUIT AND/OR MAIN,CLOSE EXISTING DRIVEWAY,Days & Weekends,Jun 19 2017 12:00AM,Jun 19 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,,617-438-9349,1,04
ALLSTON/BRIGHTON,PARSONS ST,141,201,,,,Eversource Electric,Middlesex,EXCA-697589,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT/MANHOLE INSTALLATIONS,Days & Weekends,Jul 16 2017 12:00AM,Jul 16 2017 12:00AM,5,,PLATES PINNED & BERMED,,800-592-2000,1,04
ALLSTON/BRIGHTON,PARSONS ST,201,225,,,,Eversource Electric,Middlesex,EXCA-598360,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT / MANHOLE INSTALLATIONS/IDLE,Days & Weekends,Jul  8 2017 12:00AM,Jul  8 2017 12:00AM,,,ONGOING SECTIONS TOPPED TO GRADE,300,800-592-2000,1,04
ALLSTON/BRIGHTON,PARSONS ST,231,235,,,,Eversource Electric,Middlesex,EXCA-583228,NEW CONDUIT AND/OR MAIN,INSTALLATION OF CONDUIT & MANHOLE,Days & Weekends,Jul 16 2017 12:00AM,Jul 16 2017 12:00AM,4,0,PLATES PINNED & BERMED,400,800-592-2000,1,04
ALLSTON/BRIGHTON,PRATT ST,26,,,,,National Grid,National Grid,EMER-661182,EMERGENCY,GAS LEAK REPAIR,Days & Weekends,May 19 2017 12:00AM,May 19 2017 12:00AM,0,0,ONGOING SECTIONS TOPPED TO GRADE,,877-304-1148,1,04
ALLSTON/BRIGHTON,RIVERVIEW RD,7,91,,,,Boston Water & Sewer Commission,RJV Construction,EXCA-694866,MAINTENANCE,NEW WATER/SEWER POINT REPAIRS,Days & Weekends,Jul 13 2017 12:00AM,Sep 13 2017 12:00AM,2,,PLATES PINNED & BERMED,,508-962-0870,1,04
ALLSTON/BRIGHTON,SHEPERD ST,9,,,,,MT MAYO,MT MAYO,EXCA-703279,SERVICES,INSTALLATION OF WATER SEWER AND DRAIN SERVICES,Days & Weekends,Jun 14 2017 12:00AM,Jun 14 2017 12:00AM,0,0,TO GRADE IN HMA,,781-858-7031,1,04
ALLSTON/BRIGHTON,SOUTH CRESCENT CIR,57,,,,,Boston Water & Sewer Commission,BWSC,EMER-701435,EMERGENCY,,Days & Weekends,May 19 2017 12:00AM,May 19 2017 12:00AM,,,ONGOING SECTIONS IN COLDPATCH,,617-989-7000,1,04
